nome,prob_fem
laine,0.9942383867482896
nina,0.9968648257566622
thaynara,0.9959036144578314
lauane,0.995654797827399
josiene,0.9834208015267175
aurilene,0.99457111834962
iraneide,0.9958872626103786
stela,1.0
raila,0.9885858464495975
rosemeri,1.0
nayane,0.996361872422993
rosimari,0.9961136750060724
maurina,0.9968273337400854
kessia,0.9968211272771732
daniella,0.9966988629416799
deolinda,1.0
elita,0.9969347719470328
osvaldina,0.9902415223225177
elissandra,0.9963108706345303
mirella,0.9949637636653974
lucy,0.99153685759843
nicoly,0.9932240975729949
carliane,0.9931998021760633
marciele,0.9889176209826376
lizete,0.996892093485828
lizandra,0.9967597208374875
zaira,0.9970067348465952
josimara,0.98984520123839
zoraide,0.9960124610591901
edith,0.995759012099289
graciete,0.9958801498127341
thainara,0.9955061790038697
liduina,0.9974924774322969
karolaine,0.9958584337349398
giselia,1.0
clarinda,0.9968557414161741
